oui,manufacturer
70B3D560E,Hdanywhere
70B3D560F,Tanaka Information System
70B3D5610,Polvision
70B3D5611,Avionica
70B3D5612,Edge Power Solutions
70B3D5613,Suprock Technologies
70B3D5614,Qualitteq
70B3D5615,JSC Otzvuk
70B3D5616,Axxess Identification
70B3D5617,Cominfo
70B3D5618,Motec
70B3D5619,ZAO ZEO
70B3D561A,Rocket Lab
70B3D561B,Nubewell Networks Pvt
70B3D561C,Earth Works
70B3D561D,Telonic Berkeley
70B3D561E,PKE Electronics AG
70B3D561F,Labotect Labor-Technik-Göttingen GmbH
70B3D5620,Orlaco Products
70B3D5621,Sertec SRL
70B3D5622,PCS
70B3D5623,Beijing HuaLian Technology
70B3D5624,EBE Mobility & Green Energy GmbH
70B3D5625,VX Instruments GmbH
70B3D5626,Kronotech SRL
70B3D5627,EarTex
70B3D5628,Mect SRL
70B3D5629,Ozray
70B3D562A,Doga
70B3D562B,Silicann Systems GmbH
70B3D562C,OOO NTC Rotek
70B3D562D,elements
70B3D562E,"Lineage Power PVT,"
70B3D562F,"Barco, s.r.o."
70B3D5630,LGE
70B3D5631,Senso2ME
70B3D5632,Power Electronics Espana
70B3D5633,Observer Foundation
70B3D5634,idaqs
70B3D5635,Cosylab d.d.
70B3D5636,Globalcom Engineering SPA
70B3D5637,Ineo-sense
70B3D5638,Parkalot Denmark ApS
70B3D5639,Dorlet SAU
70B3D563A,Dave SRL
70B3D563B,Lazer Safe
70B3D563C,Pivothead
70B3D563D,Topic Embedded Products
70B3D563E,Riken Optech
70B3D563F,Darbs
70B3D5640,Electronic Equipment Company Pvt.
70B3D5641,Burk Technology
70B3D5642,MB connect line GmbH Fernwartungssysteme
70B3D5643,Marques
70B3D5644,ATX Networks
70B3D5645,Project Decibel
70B3D5646,Xirgo Technologies
70B3D5647,Kzta
70B3D5648,Magnamed Tecnologia Medica S/A
70B3D5649,swissled technologies AG
70B3D564A,Netbric Technology
70B3D564B,Kalfire
70B3D564C,Acemis France
70B3D564D,Sanmina Israel Medical Systems
70B3D564E,BigStuff3
70B3D564F,Gunma Electronics
70B3D5650,Gifas-electric GmbH
70B3D5651,Roxford
70B3D5652,Robert Bosch
70B3D5653,Luxar Tech
70B3D5654,Emac
70B3D5655,AOT System GmbH
70B3D5656,SonoSound ApS
70B3D5657,ID Quantique SA
70B3D5658,emperor brands
70B3D5659,E2G srl
70B3D565A,Aplex Technology
70B3D565B,Roush
70B3D565C,Aplex Technology
70B3D565D,Gega Electronique
70B3D565E,Season Electronics
70B3D565F,Axnes AS
70B3D5660,Smart Service Technologies
70B3D5661,DesignA Electronics Limited
70B3D5662,Icon Industrial Engineering
70B3D5663,Intrinsic Group Limited
70B3D5664,Sankyo Intec
70B3D5665,CertUsus GmbH
70B3D5666,Aplex Technology
70B3D5667,CT Company
70B3D5668,Öresundskraft AB
70B3D5669,Panoramic Power
70B3D566A,Nomadic
70B3D566B,Innitive
70B3D566C,Kristech Krzysztof Kajstura
70B3D566D,Sanmina Israel
70B3D566E,Siame
70B3D566F,Simplified MFG
70B3D5670,Particle sizing systems
70B3D5671,Sea Shell
70B3D5672,Kleiber Infrared GmbH
70B3D5673,ACD Elekronik GmbH
70B3D5674,Fortress Cyber Security
70B3D5675,alfamation spa
70B3D5676,samwooeleco
70B3D5677,Fraunhofer-Institut IIS
70B3D5678,"The Dini Group, La Jolla"
70B3D5679,Emac
70B3D567A,Micatu
70B3D567B,Stesalit Systems
70B3D567C,Benchmark Electronics - Secure Technology
70B3D567D,Acrodea
70B3D567E,Season Electronics
70B3D567F,Iaan
70B3D5680,Basf
70B3D5681,Deuta-werke GmbH
70B3D5682,Rosslare Enterprises Limited
70B3D5683,Decyben
70B3D5684,Leco
70B3D5685,LDA Audiotech
70B3D5686,Access Protocol
70B3D5687,Volution Group UK
70B3D5688,MG s.r.l.
70B3D5689,Prisma Telecom Testing Srl
70B3D568A,Advanced Telecommunications Research Institute International
70B3D568B,Sadel
70B3D568C,ND Meter
70B3D568D,Meta-chrom
70B3D568E,CEA Technologies
70B3D568F,Peek Traffic
70B3D5690,Sicon srl
70B3D5691,Peek Traffic
70B3D5692,Hosin Industrial Limited
70B3D5693,Altron
70B3D5694,MoviTHERM
70B3D5695,Televic Rail GmbH
70B3D5696,Open Grow
70B3D5697,Alazar Technologies
70B3D5698,Ziehl-abegg SE
70B3D5699,Flextronics International Kft
70B3D569A,Altaneos
70B3D569B,HORIZON.INC
70B3D569C,Keepen
70B3D569D,JPEmbedded Mazan Filipek Sp. J.
70B3D569E,Ptype
70B3D569F,T+A elektroakustik GmbH &KG
70B3D56A0,Active Research Limited
70B3D56A1,Glial Technology
70B3D56A2,Root Automation
70B3D56A3,OutdoorLink
70B3D56A4,Acrodea
70B3D56A5,Akenori PTE
70B3D56A6,WOW System
70B3D56A7,Partilink
70B3D56A8,Vitsch Electronics
70B3D56A9,Ohmori Electric Industriesltd
70B3D56AA,Intermobility
70B3D56AB,Arrow (China) Electronics Trading
70B3D56AC,Ketronixs Sdn Bhd
70B3D56AD,Connit
70B3D56AE,Hangzhou Weimu Technology
70B3D56AF,Sensorberg GmbH
70B3D56B0,Ptype
70B3D56B1,"TTC Telekomunikace, s.r.o."
70B3D56B2,Crde
70B3D56B3,DuraComm
70B3D56B4,Nudron IoT Solutions LLP
70B3D56B5,ART SPA
70B3D56B6,Inradios GmbH
70B3D56B7,Grossenbacher Systeme AG
70B3D56B8,BT9
70B3D56B9,Becton Dickinson
70B3D56BA,Integrotech sp. z o.o.
70B3D56BB,Luceo
70B3D56BC,EA Elektroautomatik GmbH & KG
70B3D56BD,RCH SPA
70B3D56BE,Vantage Integrated Security Solutions PVT
70B3D56BF,Otto Bihler Maschinenfabrik GmbH & KG
70B3D56C0,LLC NTZ Mekhanotronika
70B3D56C1,R.A.I.T.88 Srl
70B3D56C2,TEX Computer SRL
70B3D56C3,Beijing ZGH Security Research Institute
70B3D56C4,Veo Robotics
70B3D56C5,Cjsc «Russian telecom equipment company» (Cjsc Rtec)
70B3D56C6,Abbott Diagnostics Technologies AS
70B3D56C7,Becton Dickinson
70B3D56C8,Sicon srl
70B3D56C9,Redstone Sunshine(Beijing)Technology
70B3D56CA,"Lineage Power PVT,"
70B3D56CB,Najin automation
70B3D56CC,Arinax
70B3D56CD,Northbound Networks
70B3D56CE,Eredi Giuseppe Mercuri SPA
70B3D56CF,Private
70B3D56D0,Code Blue
70B3D56D1,Visual Engineering Technologies
70B3D56D2,Ahrens & Birner Company GmbH
70B3D56D3,Deuta-werke GmbH
70B3D56D4,Telerob Gesellschaft für Fernhantierungs
70B3D56D5,Potter Electric Signal
70B3D56D6,KMtronic
70B3D56D7,MB connect line GmbH Fernwartungssysteme
70B3D56D8,Shanghai YuanAn Environmental Protection Technology
70B3D56D9,Vectare
70B3D56DA,Enovative Networks
70B3D56DB,Techimp - Altanova group Srl
70B3D56DC,Deuta-werke GmbH
70B3D56DD,Abbott Diagnostics Technologies AS
70B3D56DE,Ametek Solidstate Controls
70B3D56DF,Mango DSP
70B3D56E0,ABB SPA - Dmpc
70B3D56E1,Shanghai Holystar Information Technology
70B3D56E2,E-Controls
70B3D56E3,Shen Zhen QLS Electronic Technology
70B3D56E4,"Institute of Power Engineering, Gdansk Division"
70B3D56E5,Deuta-werke GmbH
70B3D56E6,Eleven Engineering Incorporated
70B3D56E7,AML
70B3D56E8,Blu Wireless Technology
70B3D56E9,Krontech
70B3D56EA,Edgeware AB
70B3D56EB,Quantaflow
70B3D56EC,Crde
70B3D56ED,Wiingtech International
70B3D56EE,Hankook Ctec
70B3D56EF,Beringar
70B3D56F0,iTelaSoft Pvt
70B3D56F1,Discover Battery
70B3D56F2,P&C Micro's
70B3D56F3,iungo
70B3D56F4,WDI Wise Device
70B3D56F5,Cominfo
70B3D56F6,Acco Brands Europe
70B3D56F7,Egicon SRL
70B3D56F8,Senseon
70B3D56F9,ENVItech s.r.o.
70B3D56FA,Dataforth
70B3D56FB,Shachihata
70B3D56FC,MI
70B3D56FD,Core Akıllı Ev Sistemleri
70B3D56FE,NTO IRE-Polus
70B3D56FF,Akeo Plus
70B3D5700,University Of Groningen
70B3D5701,Compar Computer GmbH
70B3D5702,Sensor Highway
70B3D5703,StromIdee GmbH
70B3D5704,Melecs EWS GmbH
70B3D5705,Digital Matter
70B3D5706,Smith Meter
70B3D5707,Koco Motion US
70B3D5708,IBM Research GmbH
70B3D5709,AML
70B3D570A,"Pullnet Technology, SA DE CV SSC1012302S73"
70B3D570B,Alere Technologies AS
70B3D570C,Potter Electric Signal
70B3D570D,Omnisensing Photonics
70B3D570E,Wuhan Xingtuxinke ELectronic
70B3D570F,Alion Science & Technology
70B3D5710,Guardian Controls International
70B3D5711,X-Laser
70B3D5712,APG Cash Drawer
70B3D5713,Coloet S.r.l.
70B3D5714,Alturna Networks
70B3D5715,Riot
70B3D5716,Lode BV
70B3D5717,Secure Systems & Services
70B3D5718,Peek Traffic
70B3D5719,2M Technology
70B3D571A,MB connect line GmbH Fernwartungssysteme
70B3D571B,elsys
70B3D571C,Konzept Informationssysteme GmbH
70B3D571D,Connido Limited
70B3D571E,Motec
70B3D571F,Grayshift
70B3D5720,Jeio Tech
70B3D5721,Zoe Medical
70B3D5722,Uman
70B3D5723,LG Electronics
70B3D5724,Quan International
70B3D5725,Swiss Timing
70B3D5726,Atgs
70B3D5727,LP Technologies
70B3D5728,BCD Audio
70B3D5729,Emac
70B3D572A,MRC Systems GmbH
70B3D572B,Medipense
70B3D572C,NuRi&G Engineering
70B3D572D,Kron Medidores
70B3D572E,Maharsystem
70B3D572F,Ava Technologies
70B3D5730,Videogenix
70B3D5731,Phoniro Systems AB
70B3D5732,Tofwerk AG
70B3D5733,SA Instrumentation Limited
70B3D5734,Mansion Industry
70B3D5735,Swiss Audio
70B3D5736,Jabil
70B3D5737,SD Biosensor
70B3D5738,Gryphon Secure
70B3D5739,Zigencorp
70B3D573A,Dolby Laboratories
70B3D573B,S-I-C
70B3D573C,Centro de Ingenieria y Desarrollo industrial
70B3D573D,Netways GmbH
70B3D573E,Trident Rfid
70B3D573F,LLC Open Converged Networks
70B3D5740,Prisma Telecom Testing Srl
70B3D5741,HOW-E
70B3D5742,Yuyama MFG
70B3D5743,EA Elektroautomatik GmbH & KG
70B3D5744,Phyzhon Health
70B3D5745,Tmsi
70B3D5746,Smart Systems
70B3D5747,Eva Automation
70B3D5748,KDT
70B3D5749,Granite River Labs
70B3D574A,Mettler Toledo
70B3D574B,Code Blue
70B3D574C,Kwant Controls BV
70B3D574D,Speech Technology Center Limited
70B3D574E,PushCorp
70B3D574F,United States Technologies
70B3D5750,Neurio Technology
70B3D5751,GNF
70B3D5752,Guan Show Technologe
70B3D5753,HCH. Kündig & CIE. AG
70B3D5754,COSMOIT.CO.LTD
70B3D5755,LandmarkTech Systems Technology
70B3D5756,TimeMachines
70B3D5757,Gabo
70B3D5758,Grossenbacher Systeme AG
70B3D5759,AML
70B3D575A,Standard Backhaul Communications
70B3D575B,Netool
70B3D575C,UPM Technology
70B3D575D,Nanjing Magewell Electronics
70B3D575E,Cardinal Health
70B3D575F,Vocality international T/A Cubic
70B3D5760,Qualitteq
70B3D5761,Critical Link
70B3D5762,Transformational Security
70B3D5763,A Trap
70B3D5764,Schmid electronic
70B3D5765,LG Electronics
70B3D5766,Tirasoft Nederland
70B3D5767,Franklin France
70B3D5768,Kazan Networks
70B3D5769,Barber Creations
70B3D576A,Swiftnet SOC
70B3D576B,Empelor GmbH
70B3D576C,Aural
70B3D576D,Trimble
70B3D576E,Grupo Epelsa S.L.
70B3D576F,OTI
70B3D5770,Strega
70B3D5771,Apator Miitors ApS
70B3D5772,enModus
70B3D5773,Rugged Science
70B3D5774,Micram Instruments
70B3D5775,Sonel
70B3D5776,Power
70B3D5777,Quercus Technologies
70B3D5778,Lumacron Technology
70B3D5779,DR.BRIDGE Aquatech
70B3D577A,Tecsag Innovation AG
70B3D577B,AeroVision Avionics
70B3D577C,Husty M.Styczen J.Hupert Sp.J.
70B3D577D,APG Cash Drawer
70B3D577E,Blue Marble Communications
70B3D577F,Microchip Technology Germany II GmbH&Co.KG
70B3D5780,Nidec Leroy-somer
70B3D5781,Project Services.
70B3D5782,thou&tech
70B3D5783,"CHIeru.,"
70B3D5784,Shenzhen bayue software
70B3D5785,Density
70B3D5786,RCH SPA
70B3D5787,Den Automation
70B3D5788,Slan
70B3D5789,SEMEX-EngCon GmbH
70B3D578A,Hills Health Solutions
70B3D578B,Jingtu Printing Systems
70B3D578C,Survalent Technology
70B3D578D,AVL DiTEST GmbH
70B3D578E,effectas GmbH
70B3D578F,SoFiHa
70B3D5790,AVI
70B3D5791,Romteck Australia
70B3D5792,Immolas
70B3D5793,Gastech Australia
70B3D5794,Shadin Avionics
70B3D5795,Tieche Engineered Systems
70B3D5796,Gampt mbH
70B3D5797,Mitsubishi Electric India Pvt.
70B3D5798,Tiama
70B3D5799,Vitec System Engineering
70B3D579A,Innerspec Technologies
70B3D579B,Soniclean
70B3D579C,Adde
70B3D579D,Editech
70B3D579E,CW2. Gmbh & KG
70B3D579F,Green Instruments A/S
70B3D57A0,Reactec
70B3D57A1,Excelfore
70B3D57A2,Alpha ESS
70B3D57A3,Impulse Automation
70B3D57A4,Potter Electric Signal
70B3D57A5,Triton Electronics
70B3D57A6,Electrolux
70B3D57A7,Symbicon
70B3D57A8,dieEntwickler Elektronik GmbH
70B3D57A9,adidas AG
70B3D57AA,Sadel
70B3D57AB,Microgate Srl
70B3D57AC,Verity Studios AG
70B3D57AD,Insitu
70B3D57AE,Exi Flow Measurement
70B3D57AF,Hessware GmbH
70B3D57B0,Medisafe International
70B3D57B1,Panamera
70B3D57B2,Rail Power Systems GmbH
70B3D57B3,BroadSoft
70B3D57B4,Zumbach Electronic AG
70B3D57B5,Vocal Technologies
70B3D57B6,Amada Miyachi America
70B3D57B7,LSB - LA Salle Blanche
70B3D57B8,SerEnergy A/S
70B3D57B9,Qiagen Instruments AG
70B3D57BA,Decentlab GmbH
70B3D57BB,Aloxy
70B3D57BC,First RF
70B3D57BD,TableConnect GmbH
70B3D57BE,Phytron GmbH
70B3D57BF,Stone Three
70B3D57C0,Torgovyy DOM  Tehnologiy
70B3D57C1,Data Sciences International
70B3D57C2,Morgan Schaffer
70B3D57C3,Flexim Security Oy
70B3D57C4,Mect SRL
70B3D57C5,Projects Unlimited
70B3D57C6,Utrend Technology (Shanghai)
70B3D57C7,Sicon srl
70B3D57C8,Crde
70B3D57C9,Viridi Parente
70B3D57CA,Hunan Shengyun Photoelectric Technology
70B3D57CB,KeyW
70B3D57CC,Mitsubishi Heavy Industries Thermal Systems
70B3D57CD,Molekuler Goruntuleme A.S.
70B3D57CE,Aplex Technology
70B3D57CF,Orca Technologies
70B3D57D0,Cubitech
70B3D57D1,Schneider Electric Motion USA
70B3D57D2,SDK Kristall
70B3D57D3,Oledcomm
70B3D57D4,Computechnic AG
70B3D57D5,Sics Swedish ICT
70B3D57D6,Yukilab
70B3D57D7,Gedomo GmbH
70B3D57D8,Nuand
70B3D57D9,Atom Giken
70B3D57DA,Grupo Epelsa S.L.
70B3D57DB,aquila biolabs GmbH
70B3D57DC,Software Systems Plus
70B3D57DD,Excel Medical Electronics
70B3D57DE,Telaeris
70B3D57DF,RDT
70B3D57E0,Sanko-sha
70B3D57E1,Applied Materials
70B3D57E2,Depro Électronique
70B3D57E3,RedLeaf Security
70B3D57E4,C21 Systems
70B3D57E5,Megaflex Oy
70B3D57E6,11811347 Canada
70B3D57E7,Atessa
70B3D57E8,Mannkind
70B3D57E9,Mecsel Oy
70B3D57EA,Waterkotte GmbH
70B3D57EB,Xerox International Partners
70B3D57EC,"Cubic ITS, dba Gridsmart Technologies"
70B3D57ED,The Things Network Foundation
70B3D57EE,Adveez
70B3D57EF,"Cravis, Limited"
70B3D57F0,YDK Technologies
70B3D57F1,AeroVision Avionics
70B3D57F2,TCI
70B3D57F3,Shenzhen Virtual Clusters Information Technology
70B3D57F4,KST technology
70B3D57F5,Incusense
70B3D57F6,IDZ
70B3D57F7,Jasco Applied Sciences Canada
70B3D57F8,Solvera Lynx d.d.
70B3D57F9,Communication Systems Solutions
70B3D57FA,meoENERGY
70B3D57FB,db Broadcast Products
70B3D57FC,Surion (Pty)
70B3D57FD,SYS TEC electronic GmbH
70B3D57FE,RCH Italia SPA
70B3D57FF,eumig industrie-TV GmbH.
70B3D5800,HeadsafeIP
70B3D5801,Glory Technology Service
70B3D5802,Qingdao CNR Hitach Railway Signal&communication
70B3D5803,Grossenbacher Systeme AG
70B3D5804,PMT
70B3D5805,Eurotronik Kranj d.o.o.
70B3D5806,International Super Computer
70B3D5807,Camsat Przemysław Gralak
70B3D5808,Becton Dickinson
70B3D5809,Tecnint HTE SRL
70B3D580A,Sensing Labs
70B3D580B,Fischer Block
70B3D580C,Algra tec AG
70B3D580D,Data Physics
70B3D580E,Utopi
70B3D580F,Quickware Eng & Des
70B3D5810,Advice
70B3D5811,Cjsc «Interset»
70B3D5812,"Tescan Brno, s.r.o."
70B3D5813,Wavemed srl
70B3D5814,Ingenieurbuero Somtronik
70B3D5815,Waco Giken
70B3D5816,Smith Meter
70B3D5817,Aplex Technology
70B3D5818,Crde
70B3D5819,«Intellect module»
70B3D581A,Joehl & Koeferli AG
70B3D581B,bobz GmbH
70B3D581C,QIT
70B3D581D,Deuta-werke GmbH
70B3D581E,Novathings
70B3D581F,CAR-connect GmbH
70B3D5820,Becker Nachrichtentechnik GmbH
70B3D5821,HL2 group
70B3D5822,Angora Networks
70B3D5823,SP Controls
70B3D5824,Songwoo Information & Technology
70B3D5825,Tattile SRL
70B3D5826,Elbit Systems of America
70B3D5827,Metromatics
70B3D5828,Xacti
70B3D5829,Guan Show Technologe
70B3D582A,C W F Hamilton &
70B3D582B,Shangnuo company
70B3D582C,Nels
70B3D582D,Elektronik Art S.C.
70B3D582E,PlayAlive A/S
70B3D582F,Siana Systems
70B3D5830,Nordson
70B3D5831,Arnouse Digital Devices
70B3D5832,Potter Electric Signal
70B3D5833,Alpiq InTec Management AG
70B3D5834,NCE Network Consulting Engineering srl
70B3D5835,CommBox P/L
70B3D5836,Authenticdata
70B3D5837,HiDes
70B3D5838,Tofino
70B3D5839,Rockwell Collins Canada
70B3D583A,Emdep Centro Tecnologico Mexico
70B3D583B,Telefonix Incorporated
70B3D583C,Sinoembed
70B3D583D,Gentec
70B3D583E,"The Dini Group, La Jolla"
70B3D583F,Lumine Lighting Solutions Oy
70B3D5840,xm
70B3D5841,Stanet
70B3D5842,Pluto Solution
70B3D5843,OOO Research and Production Center Computer Technologies
70B3D5844,Sansfil Technologies
70B3D5845,Harborside Technology
70B3D5846,National Time & Signal
70B3D5847,Ai-Lynx
70B3D5848,Aldridge Electrical Industries
70B3D5849,RF-Tuote Oy
70B3D584A,MOG Laboratories
70B3D584B,QuestHouse
70B3D584C,CoreKinect
70B3D584D,Quantum Design
70B3D584E,Chromalox
70B3D584F,Mettler Toledo
70B3D5850,REO AG
70B3D5851,Exascend
70B3D5852,NetBoxSC
70B3D5853,HGH Systemes Infrarouges
70B3D5854,Adimec Advanced Image Systems
70B3D5855,Crde
70B3D5856,Shanghai Westwell Information and Technology Company
70B3D5857,RCH Italia SPA
70B3D5858,Hubbell Power Systems
70B3D5859,HAN Chang
70B3D585A,Brushies
70B3D585B,Tsubakimoto Chain
70B3D585C,Tabology
70B3D585D,Athreya
70B3D585E,Xlogic srl
70B3D585F,Yuyama MFG
70B3D5860,KBS Industrieelektronik GmbH
70B3D5861,KST technology
70B3D5862,TripleOre
70B3D5863,Shenzhen Wesion Technology
70B3D5864,Bormann EDV und Zubehoer
70B3D5865,Insitu
70B3D5866,Meps Realtime
70B3D5867,Specialized Communications
70B3D5868,U-JIN Mesco
70B3D5869,chargeBIG
70B3D586A,Stealth Communications
70B3D586B,AVL DiTEST
70B3D586C,eeas gmbh
70B3D586D,Census Digital Incorporated
70B3D586E,Profcon AB
70B3D586F,LLC NTC Actor
70B3D5870,bentrup Industriesteuerungen
70B3D5871,Oso Technologies
70B3D5872,Nippon Safety
70B3D5873,Vishay Nobel AB
70B3D5874,Northbound Networks
70B3D5875,Peek Traffic
70B3D5876,Ionetech
70B3D5877,Polynet Telecommunications Consulting and Contractor
70B3D5878,Package Guard
70B3D5879,Zigpos GmbH
70B3D587A,Accolade Technology
70B3D587B,Liquid Instruments
70B3D587C,Nautel
70B3D587D,Invixium Access
70B3D587E,Septentrio NV
70B3D587F,NAC Planning
70B3D5880,Skopei
70B3D5881,Tattile SRL
70B3D5882,Simon Tech
70B3D5883,Contec Americas
70B3D5884,LG Electronics
70B3D5885,QuirkLogic
70B3D5886,MB connect line GmbH Fernwartungssysteme
70B3D5887,Entec Solar S.L.
70B3D5888,Zetechtics
70B3D5889,Innovative Circuit Technology
70B3D588A,Perceptics
70B3D588B,Wuhan Easylinkin Technology
70B3D588D,LG Electronics
70B3D588E,RCH SPA
70B3D588F,Quaesta Instruments
70B3D5890,Eidos s.r.l.
70B3D5891,neocontrol soluções em automação
70B3D5892,ABB
70B3D5893,Cubitech
70B3D5894,UnI Systech
70B3D5895,Integrated Control
70B3D5896,Shanghai Longpal Communication Equipment
70B3D5897,EFG CZ spol. s r.o.
70B3D5898,Salupo Sas
70B3D5899,Viotec USA
70B3D589A,Algodue Elettronica Srl
70B3D589B,ControlWorks
70B3D589C,IHI Rotating Machinery Engineering
70B3D589D,e-Matix
70B3D589E,Innovative Control Systems
70B3D589F,Level Up Holding
70B3D58A0,DM Radiocom
70B3D58A1,Tiama
70B3D58A2,Winners Digital
70B3D58A3,Loehnert Elektronik GmbH
70B3D58A4,"Phyton, Microsystems and Development Tools"
70B3D58A5,KST technology
70B3D58A6,Crde
70B3D58A7,Tucsen Photonics
70B3D58A8,megatec electronic GmbH
70B3D58A9,WoKa-Elektronik GmbH
70B3D58AA,Tattile SRL
70B3D58AB,Emac
70B3D58AC,​Asung Techno
70B3D58AD,Global Communications Technology
70B3D58AE,Fareco
70B3D58AF,Qbic Communications Dmcc
70B3D58B0,IES S.r.l.
70B3D58B1,M-Tech Innovations Limited
70B3D58B2,NPF Modem
70B3D58B3,Firefly Rfid Solutions
70B3D58B4,Scenario Automation
70B3D58B5,xTom GmbH
70B3D58B6,Eldes
70B3D58B7,Contec Americas
70B3D58B8,GDI Technology
70B3D58B9,Toptech Systems
70B3D58BA,Tiama
70B3D58BB,KST technology
70B3D58BC,GSI GeoSolutions International
70B3D58BD,Mahle Electronics
70B3D58BE,Connoiseur Electronics Private Limited
70B3D58BF,Hangzhou Leaper Technology
70B3D58C0,SenseNL
70B3D58C1,Rievtech Electronic
70B3D58C2,F-domain
70B3D58C3,Wyebot
70B3D58C4,APE GmbH
70B3D58C5,HMicro
70B3D58C6,Onosokki
70B3D58C7,Henschel-Robotics GmbH
70B3D58C8,Kronotech SRL
70B3D58C9,Arwin Technology Limited
70B3D58CA,Allied Data Systems
70B3D58CB,Welt
70B3D58CC,Piranha EMS
70B3D58CD,EA Elektroautomatik GmbH & KG
70B3D58CE,Cores
70B3D58CF,Dainichi Denshi　Co.
70B3D58D0,Raft Technologies
70B3D58D1,Field Design
70B3D58D2,Wizapply
70B3D58D3,Performance Controls
70B3D58D4,Guangdong Transtek Medical Electronics
70B3D58D5,Guangzhou Wanglu
70B3D58D6,Beijing Xiansheng Technology
70B3D58D7,Schneider Electric Motion USA
70B3D58D8,VNG
70B3D58D9,MB connect line GmbH Fernwartungssysteme
70B3D58DA,MicroElectronics SystemLtd
70B3D58DB,Kratos Analytical
70B3D58DC,Niveo International BV
70B3D58DD,Vertex
70B3D58DE,Indutherm Giesstechnologie GmbH
70B3D58DF,Dorlet SAU
70B3D58E0,Soudax Equipements
70B3D58E1,WoKa-Elektronik GmbH
70B3D58E2,Zhiye Electronics
70B3D58E3,Dorlet SAU
70B3D58E4,Aplex Technology
70B3D58E5,Shanghai Armour Technology
70B3D58E6,Mothonic AB
70B3D58E7,REO AG
70B3D58E8,Preo Industries FAR East
70B3D58E9,Coontrol Tecnologia em Combustão Ltda EPP
70B3D58EA,JLCooper Electronics
70B3D58EB,Procon Electronics
70B3D58EC,Rudy Tellert
70B3D58ED,NanoSense
70B3D58EE,Network Additions
70B3D58EF,Beeper Communications
70B3D58F0,Eraeseeds
70B3D58F1,Paramount Bed Holdings
70B3D58F2,Rimota Limited
70B3D58F3,Tattile SRL
70B3D58F4,Acqua-systems srls
70B3D58F5,Stmovic
70B3D58F6,Dofuntech
70B3D58F7,I.E. Sevko A.V.
70B3D58F8,Wi6labs
70B3D58F9,IWS Global
70B3D58FA,DEA System SPA
70B3D58FB,MB connect line GmbH Fernwartungssysteme
70B3D58FC,Mianjie Technology
70B3D58FD,sonatest
70B3D58FE,Selmatec AS
70B3D58FF,Imst GmbH
70B3D5900,DCS
70B3D5901,ATS-Convers
70B3D5902,"Unlimiterhear,ltd. taiwan branch"
70B3D5903,Cymtec
70B3D5904,PHB Eletronica Ltda.
70B3D5905,Wexiodisk AB
70B3D5906,Aplex Technology
70B3D5907,Ningbo Crrc Times Transducer Technology
70B3D5908,Accusonic
70B3D5909,tetronik GmbH AEN
70B3D590A,Hangzhou SunTown Intelligent Science & Technology
70B3D590B,Matrix Switch
70B3D590C,Antek GmbH
70B3D590D,Modtronix Engineering
70B3D590E,Maytronics
70B3D590F,Dtron Communications (Pty)
70B3D5910,Eginity
70B3D5911,Equatel
70B3D5912,Vertel Digital Private Limited
70B3D5913,Shenzhen Riitek Technology
70B3D5914,Contec Americas
70B3D5915,DHK Storage
70B3D5916,Techno Mathematical
70B3D5917,KSJLtd
70B3D5918,Glova Rail A/S
70B3D5919,Thesycon Software Solutions GmbH & KG
70B3D591A,Fujian Landfone Information Technology
70B3D591B,Dolotron d.o.o.
70B3D591C,Alere Technologies AS
70B3D591D,Cubitech
70B3D591E,Creotech Instruments
70B3D591F,JSC InformInvestGroup
70B3D5920,Slat
70B3D5921,QDevil
70B3D5922,Adcole Space
70B3D5923,eumig industrie-TV GmbH.
70B3D5924,Meridian Technologies
70B3D5925,Diamante Lighting Srl
70B3D5926,Advice
70B3D5927,LG Electronics
70B3D5928,Done Design
70B3D5929,OutSys
70B3D592A,Miravue
70B3D592B,Entec Electric & Electronic
70B3D592C,Dismuntel SAL
70B3D592D,Suzhou Wansong Electric
70B3D592E,Medical Monitoring Center OOD
70B3D592F,SiFive
70B3D5930,The Institute of Mine Seismology
70B3D5931,Marine Instruments
70B3D5932,Rohde&Schwarz Topex SA
70B3D5933,Sarl S@TIS
70B3D5934,RBS Netkom GmbH
70B3D5935,Sensor Developments
70B3D5936,Faro Technologies
70B3D5937,Tattile SRL
70B3D5938,Jeti Technische Instrumente GmbH
70B3D5939,Invertek Drives
70B3D593A,Braemar Manufacturing
70B3D593B,Changchun FAW Yanfeng Visteon Automotive Electronics.
70B3D593C,Televic Rail GmbH
70B3D593D,Elmeasure India Pvt
70B3D593E,Systems With Intelligence
70B3D593F,Vision Sensing
70B3D5940,Paradigm Technology Services
70B3D5941,Triax A/S
70B3D5942,TruTeq Devices (Pty)
70B3D5943,Abbott Medical Optics
70B3D5944,Chromateq
70B3D5945,Symboticware Incorporated
70B3D5946,Greatwall Infotech
70B3D5947,Checkbill
70B3D5948,Vision Systems Aurtomotive (Safety Tech)
70B3D5949,National Radio & Telecommunication - Nrtc
70B3D594A,Shenzhen Wisewing Internet Technology
70B3D594B,RF Code
70B3D594C,Honeywell/Intelligrated
70B3D594D,Season Design Technology
70B3D594E,BP Lubricants USA
70B3D594F,Mart Network Solutions
70B3D5950,CMT Medical technologies
70B3D5951,Trident Systems
70B3D5952,Requea
70B3D5953,Spectrum Techniques
70B3D5954,Dot System S.r.l.
